LAMMPS data file. msi2lmp v3.9.10 / 10 Mar 2023 / CGCMM for Tob14_unit_cell_IFF

104 atoms
4 atom types
-1.813212919     4.921787081 xlo xhi
0.627591729     6.837016437 ylo yhi
-0.530924459    27.456075541 zlo zhi
-4.071077229    0.000000000     0.000000000 xy xz yz # 


Atoms # full

     1         1      0.541452832     3.067455915    13.940324699   
     2         1     -2.169551563     5.743717928     6.011607605   
     3         1      1.280025232     5.762346147     7.984691142   
     4         1      1.197948437     5.743717928    20.005107605   
     5         1     -2.087474768     5.762346147    21.978191142   
     6         1     -0.134012948     2.639005575    21.975392395   
     7         1      3.315563847     2.657633794    20.002308858   
     8         1     -4.861585783     6.172168268     0.053175301   
     9         1      3.233487052     2.639005575     7.981892395   
     10         1     -0.051936153     2.657633794     6.008808858   
     11         2     -1.923224455     5.501550336     9.090177589   
     12         2      1.642555564     1.552356177    11.080053401   
     13         2     -0.240161901     2.862544947     9.092976336   
     14         2      3.127338099     2.862544947    23.086476336   
     15         2      1.444275545     5.501550336    23.083677589   
     16         2      0.112314159     2.396837983    18.896822411   
     17         2     -0.392983050     4.657068530    16.906946599   
     18         2     -2.275700516     5.967257301    18.894023664   
     19         2      3.479814159     2.396837983     4.903322411   
     20         2     -3.760483050     4.657068530     2.913446599   
     21         2      1.091799484     5.967257301     4.900523664   
     22         2     -1.724944436     1.552356177    25.073553401   
     23         3      2.980328186     3.179225601     3.492777505   
     24         3      4.349166357     1.173581242     4.315595471   
     25         3     -2.443956847     3.440021412     5.793309063   
     26         3      2.263335803     1.869036831     5.779315327   
     27         3     -1.778801373     1.552360884    26.638026598   
     28         3     -2.389338683     5.513980295     3.288472492   
     29         3      0.154990633     2.763193950     3.627115294   
     30         3      1.610738547     5.340105337     3.503972495   
     31         3      0.019667273     5.116565965     5.784912821   
     32         3     -4.326652822     6.414335721     5.790510316   
     33         3     -3.467408369     4.775047561    26.419727952   
     34         3      1.137226577     1.316398022     0.083961001   
     35         3      3.190262777     2.663843139     0.000000000
     36         3     -0.387171814     3.179225601    17.486277505   
     37         3      0.981666357     1.173581242    18.309095471   
     38         3      0.923543153     3.440021412    19.786809063   
     39         3     -1.104164197     1.869036831    19.772815327   
     40         3      1.588698627     1.552360884    12.644526598   
     41         3      0.978161317     5.513980295    17.281972492   
     42         3     -3.212509367     2.763193950    17.620615294   
     43         3     -1.756761453     5.340105337    17.497472495   
     44         3     -3.347832727     5.116565965    19.778412821   
     45         3     -0.959152822     6.414335721    19.784010316   
     46         3     -0.099908369     4.775047561    12.426227952   
     47         3      0.944789572     6.283937954    24.494222495   
     48         3      2.313627743     4.278293596    23.671404529   
     49         3     -4.479518233     6.544709059    22.193690937   
     50         3      0.227797188     4.973749185    22.207684673   
     51         3     -3.814362758     4.657068530     1.348973402   
     52         3     -0.353800069     2.409267941    24.698527508   
     53         3     -1.880547981     5.867906304    24.359884706   
     54         3      3.646277162     2.235392983    24.483027505   
     55         3      2.055205887     2.011853611    22.202087179   
     56         3     -2.291091437     3.309628075    22.196489684   
     57         3     -1.431869754     1.670335208     1.567272048   
     58         3     -0.898312038     4.421110376    -0.083961001       
     59         3     -2.422710428     6.283937954    10.500722495   
     60         3     -1.053872257     4.278293596     9.677904529   
     61         3     -1.112018233     6.544709059     8.200190937   
     62         3     -3.139702812     4.973749185     8.214184673   
     63         3     -0.446862758     4.657068530    15.342473402   
     64         3      3.013699931     2.409267941    10.705027508   
     65         3     -5.248047981     5.867906304    10.366384706   
     66         3      0.278777162     2.235392983    10.489527505   
     67         3     -1.312294113     2.011853611     8.208587179   
     68         3      1.076408563     3.309628075     8.202989684   
     69         3      1.935630246     1.670335208    15.560772048   
     70         3     -1.431086968     1.782100187    14.077461001   
     71         3     -4.265812038     4.421110376    13.909538999   
     72         3     -2.212775838     5.768555492    13.993500000   
     73         4      0.108423414     2.791026938    25.423346563   
     74         4      1.430525643     5.904306616    16.556567616   
     75         4      3.708867862     2.395688885    11.336226581   
     76         4     -1.902202685     5.838106161     2.550392443   
     77         4     -1.101265439     1.725693551     2.498299190   
     78         4     -2.319910386     2.070426667     1.712690205   
     79         4      0.008252917     3.636783065     3.197921326   
     80         4      1.104902920     2.630613652     3.386507348   
     81         4      1.162266619     2.165800931     0.576324689   
     82         4      2.065062472     1.387643098    -0.248548595   
     83         4     -2.684083593     2.387323001    -0.412339625   
     84         4     -3.360043020     3.497716686     0.507734712   
     85         4      1.111816101     5.629565999    11.240697981   
     86         4     -4.338943311     6.146588746    10.628428401   
     87         4     -0.922999932     5.245847360    12.704850912   
     88         4     -0.388250759     4.517718454    11.510968959   
     89         4     -3.888581092     4.684891624    13.042448887   
     90         4     -3.540126195     4.828636100    14.441054179   
     91         4     -1.544366675     0.816023550    13.947312897   
     92         4     -2.346541364     2.030670687    14.334808815   
     93         4      1.826378664     0.698217974    15.649539152   
     94         4      2.118707184     1.882665435    16.507602957   
     95         4     -1.385155150     5.579857540    14.515919081   
     96         4     -2.091466083     6.677009171    13.603581679   
     97         4     -3.304936698     3.657098547    17.219969855   
     98         4     -2.276946226     2.578700569    17.360758008   
     99         4     -2.028047378     6.722494509    24.823259273   
    100         4     -0.954140885     5.693698441    24.654904704   
    101         4     -1.022468524     3.464821043    -0.258153482   
    102         4     -1.789048763     4.762334560    -0.320048786   
    103         4     -3.589051728     3.797287460    26.448947827   
    104         4     -3.329096266     4.880643320    25.446882538   

